date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2019-07-08 00:00:00+00:00,1116.79,1127.21,1111.76,1125.87,1494371,55.7757599167,56.2961652018,55.5245470007,56.2292416814,29887420,0.0,1.0
2019-07-09 00:00:00+00:00,1124.29,1127.86,1107.15,1110.32,1473622,56.1503318589,56.3286281034,55.2943101136,55.4526291878,29472440,0.0,1.0
2019-07-10 00:00:00+00:00,1140.91,1142.34,1130.66,1132.32,1535546,56.9803832829,57.0518016666,56.4684682952,56.5513735517,30710920,0.0,1.0
2019-07-11 00:00:00+00:00,1144.08,1153.24,1139.53,1146.16,1300529,57.1387023572,57.596179556,56.9114620455,57.2425836425,26010580,0.0,1.0
2019-07-12 00:00:00+00:00,1145.34,1147.5,1138.56,1142.93,1093933,57.2016304435,57.3095071628,56.8630174077,57.0812679927,21878660,0.0,1.0
2019-07-15 00:00:00+00:00,1150.51,1150.68,1140.0,1145.34,1058431,57.459835369,57.4683256663,56.9349352206,57.2016304435,21168620,0.0,1.0
2019-07-16 00:00:00+00:00,1153.46,1158.58,1146.73,1146.73,1267641,57.6071669996,57.8628747788,57.2710511101,57.2710511101,25352820,0.0,1.0
2019-07-17 00:00:00+00:00,1146.74,1158.44,1146.62,1150.92,976894,57.2715505394,57.8558827692,57.2655573883,57.4803119685,19537880,0.0,1.0
2019-07-18 00:00:00+00:00,1147.24,1148.17,1132.86,1142.0,1273769,57.2965220022,57.342968923,56.5783427316,57.0348210719,25475380,0.0,1.0
2019-07-19 00:00:00+00:00,1131.55,1151.58,1131.25,1149.32,1159153,56.512917499,57.5132742994,56.4979346213,57.4004032875,23183060,0.0,1.0
2019-07-22 00:00:00+00:00,1139.21,1140.02,1125.21,1135.47,1446757,56.8954803093,56.9359340791,56.1962793505,56.7086937675,28935140,0.0,1.0
2019-07-23 00:00:00+00:00,1148.05,1148.86,1132.85,1143.45,1032438,57.3369757719,57.3774295417,56.5778433023,57.107238314,20648760,0.0,1.0
2019-07-24 00:00:00+00:00,1139.73,1145.46,1128.51,1132.62,1359956,56.9214506307,57.2076235945,56.3610910051,56.5663564294,27199120,0.0,1.0
